id	accession	raw_id	primary_id	sra_id	bp_id	model	package	package_name	status	status_date	taxonomy_id	taxonomy_name	title	samp_name	paragraph	collection_date	geo_loc_name	host	isolation_source	lat_lon	nitro	phosphate	replicate	samp_collect_device	source_material_id	temp
BIOSAMPLE:SAMN15782735	SAMN15782735	15782735	SAMN15782735	SRS7229187	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:28.950	408172	marine metagenome	I7N2018_615_meta	I7N2018_615	No Station	2018-05-28T00:00:00Z	Indian Ocean	NA	marine water, oceanic	7.989600 N 62.825500 E	0.110 umol/L	0.096 umol/L		underway	I07-615	30.083 C
BIOSAMPLE:SAMN15782736	SAMN15782736	15782736	SAMN15782736	SRS7229188	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:28.967	408172	marine metagenome	I7N2018_619_meta	I7N2018_619	No Station	2018-05-28T04:00:00Z	Indian Ocean	NA	marine water, oceanic	8.395000 N 63.193300 E	NA	0.122 umol/L		underway	I07-619	30.144 C
BIOSAMPLE:SAMN15782737	SAMN15782737	15782737	SAMN15782737	SRS7229134	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:28.967	408172	marine metagenome	I7N2018_041GS_meta	I7N2018_041GS	Station 98	2018-05-28T04:36:00Z	Indian Ocean	NA	marine water, oceanic	8.395700 N 63.193700 E	0.000 umol/L	0.105 umol/L		CTD	GS-041	30.173 C
BIOSAMPLE:SAMN15782738	SAMN15782738	15782738	SAMN15782738	SRS7229189	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:28.980	408172	marine metagenome	I7N2018_623_meta	I7N2018_623	No Station	2018-05-28T08:00:00Z	Indian Ocean	NA	marine water, oceanic	8.545300 N 63.332600 E	NA	0.122 umol/L		underway	I07-623	30.216 C
BIOSAMPLE:SAMN15782739	SAMN15782739	15782739	SAMN15782739	SRS7229190	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:28.997	408172	marine metagenome	I7N2018_627_meta	I7N2018_627	No Station	2018-05-28T12:00:00Z	Indian Ocean	NA	marine water, oceanic	8.794700 N 63.563700 E	NA	0.124 umol/L		underway	I07-627	30.311 C
BIOSAMPLE:SAMN15782740	SAMN15782740	15782740	SAMN15782740	SRS7229191	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:28.997	408172	marine metagenome	I7N2018_631_meta	I7N2018_631	No Station	2018-05-28T16:00:00Z	Indian Ocean	NA	marine water, oceanic	9.134100 N 63.873300 E	NA	0.124 umol/L		underway	I07-631	30.498 C
BIOSAMPLE:SAMN15782741	SAMN15782741	15782741	SAMN15782741	SRS7229135	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.013	408172	marine metagenome	I7N2018_042GS_meta	I7N2018_042GS	Station 100	2018-05-28T17:42:00Z	Indian Ocean	NA	marine water, oceanic	9.187000 N 63.921300 E	0.010 umol/L	0.122 umol/L		CTD	GS-042	30.472 C
BIOSAMPLE:SAMN15782742	SAMN15782742	15782742	SAMN15782742	SRS7229192	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.030	408172	marine metagenome	I7N2018_635_meta	I7N2018_635	No Station	2018-05-28T20:00:00Z	Indian Ocean	NA	marine water, oceanic	9.195400 N 63.931500 E	NA	0.139 umol/L		underway	I07-635	30.455 C
BIOSAMPLE:SAMN15782743	SAMN15782743	15782743	SAMN15782743	SRS7229193	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.030	408172	marine metagenome	I7N2018_639_meta	I7N2018_639	No Station	2018-05-29T00:00:00Z	Indian Ocean	NA	marine water, oceanic	9.596900 N 64.296200 E	NA	0.127 umol/L		underway	I07-639	30.391 C
BIOSAMPLE:SAMN15782744	SAMN15782744	15782744	SAMN15782744	SRS7229194	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.043	408172	marine metagenome	I7N2018_643_meta	I7N2018_643	No Station	2018-05-29T04:00:00Z	Indian Ocean	NA	marine water, oceanic	9.674100 N 64.369800 E	NA	0.144 umol/L		underway	I07-643	30.301 C
BIOSAMPLE:SAMN15782745	SAMN15782745	15782745	SAMN15782745	SRS7229136	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.060	408172	marine metagenome	I7N2018_043GS_meta	I7N2018_043GS	Station 102	2018-05-29T07:14:00Z	Indian Ocean	NA	marine water, oceanic	9.989500 N 64.667500 E	0.000 umol/L	0.127 umol/L		CTD	GS-043	30.170 C
BIOSAMPLE:SAMN15782746	SAMN15782746	15782746	SAMN15782746	SRS7229195	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.060	408172	marine metagenome	I7N2018_647_meta	I7N2018_647	No Station	2018-05-29T08:00:00Z	Indian Ocean	NA	marine water, oceanic	9.984500 N 64.666000 E	NA	0.144 umol/L		underway	I07-647	30.193 C
BIOSAMPLE:SAMN15782747	SAMN15782747	15782747	SAMN15782747	SRS7229196	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.077	408172	marine metagenome	I7N2018_651_meta	I7N2018_651	No Station	2018-05-29T12:00:00Z	Indian Ocean	NA	marine water, oceanic	10.366900 N 64.667300 E	NA	0.144 umol/L		underway	I07-651	29.866 C
BIOSAMPLE:SAMN15782748	SAMN15782748	15782748	SAMN15782748	SRS7229198	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.090	408172	marine metagenome	I7N2018_655_meta	I7N2018_655	No Station	2018-05-29T16:00:00Z	Indian Ocean	NA	marine water, oceanic	10.537800 N 64.665700 E	NA	0.172 umol/L		underway	I07-655	29.756 C
BIOSAMPLE:SAMN15782749	SAMN15782749	15782749	SAMN15782749	SRS7229199	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.090	408172	marine metagenome	I7N2018_659_meta	I7N2018_659	No Station	2018-05-29T20:00:00Z	Indian Ocean	NA	marine water, oceanic	11.072900 N 64.665500 E	NA	0.189 umol/L		underway	I07-659	29.897 C
BIOSAMPLE:SAMN15782750	SAMN15782750	15782750	SAMN15782750	SRS7229137	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.107	408172	marine metagenome	I7N2018_044GS_meta	I7N2018_044GS	Station 104	2018-05-29T20:37:00Z	Indian Ocean	NA	marine water, oceanic	11.073500 N 64.665000 E	0.010 umol/L	0.172 umol/L		CTD	GS-044	29.887 C
BIOSAMPLE:SAMN15782751	SAMN15782751	15782751	SAMN15782751	SRS7229200	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.123	408172	marine metagenome	I7N2018_663_meta	I7N2018_663	No Station	2018-05-30T00:00:00Z	Indian Ocean	NA	marine water, oceanic	11.131000 N 64.661400 E	NA	0.189 umol/L		underway	I07-663	29.897 C
BIOSAMPLE:SAMN15782752	SAMN15782752	15782752	SAMN15782752	SRS7229201	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.123	408172	marine metagenome	I7N2018_667_meta	I7N2018_667	No Station	2018-05-30T04:00:00Z	Indian Ocean	NA	marine water, oceanic	11.619100 N 64.667200 E	NA	0.183 umol/L		underway	I07-667	29.839 C
BIOSAMPLE:SAMN15782753	SAMN15782753	15782753	SAMN15782753	SRS7229202	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.140	408172	marine metagenome	I7N2018_671_meta	I7N2018_671	No Station	2018-05-30T08:00:00Z	Indian Ocean	NA	marine water, oceanic	12.048600 N 64.668500 E	NA	0.189 umol/L		underway	I07-671	30.005 C
BIOSAMPLE:SAMN15782754	SAMN15782754	15782754	SAMN15782754	SRS7229139	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.153	408172	marine metagenome	I7N2018_045GS_meta	I7N2018_045GS	Station 106	2018-05-30T09:31:00Z	Indian Ocean	NA	marine water, oceanic	12.127700 N 64.667800 E	0.000 umol/L	0.118 umol/L		CTD	GS-045	30.160 C
BIOSAMPLE:SAMN15782755	SAMN15782755	15782755	SAMN15782755	SRS7229203	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.153	408172	marine metagenome	I7N2018_675_meta	I7N2018_675	No Station	2018-05-30T12:00:00Z	Indian Ocean	NA	marine water, oceanic	12.159300 N 64.669300 E	NA	0.136 umol/L		underway	I07-675	30.154 C
BIOSAMPLE:SAMN15782756	SAMN15782756	15782756	SAMN15782756	SRS7229684	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.170	408172	marine metagenome	I7N2018_679_meta	I7N2018_679	No Station	2018-05-30T16:00:00Z	Indian Ocean	NA	marine water, oceanic	12.703500 N 64.667400 E	NA	0.163 umol/L		underway	I07-679	30.081 C
BIOSAMPLE:SAMN15782757	SAMN15782757	15782757	SAMN15782757	SRS7229685	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.183	408172	marine metagenome	I7N2018_683_meta	I7N2018_683	No Station	2018-05-30T20:00:00Z	Indian Ocean	NA	marine water, oceanic	12.852100 N 64.666500 E	NA	0.163 umol/L		underway	I07-683	30.138 C
BIOSAMPLE:SAMN15782758	SAMN15782758	15782758	SAMN15782758	SRS7229140	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.183	408172	marine metagenome	I7N2018_046GS_meta	I7N2018_046GS	Station 108	2018-05-30T22:49:00Z	Indian Ocean	NA	marine water, oceanic	13.243500 N 64.669200 E	0.010 umol/L	0.145 umol/L		CTD	GS-046	30.123 C
BIOSAMPLE:SAMN15782759	SAMN15782759	15782759	SAMN15782759	SRS7229686	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.200	408172	marine metagenome	I7N2018_687_meta	I7N2018_687	No Station	2018-05-31T00:00:00Z	Indian Ocean	NA	marine water, oceanic	13.242200 N 64.667900 E	NA	0.163 umol/L		underway	I07-687	30.125 C
BIOSAMPLE:SAMN15782760	SAMN15782760	15782760	SAMN15782760	SRS7229688	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.200	408172	marine metagenome	I7N2018_691_meta	I7N2018_691	No Station	2018-05-31T04:00:00Z	Indian Ocean	NA	marine water, oceanic	13.783400 N 64.667100 E	NA	0.148 umol/L		underway	I07-691	30.443 C
BIOSAMPLE:SAMN15782761	SAMN15782761	15782761	SAMN15782761	SRS7229689	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.217	408172	marine metagenome	I7N2018_695_meta	I7N2018_695	No Station	2018-05-31T08:00:00Z	Indian Ocean	NA	marine water, oceanic	13.787200 N 64.665800 E	NA	0.148 umol/L		underway	I07-695	30.512 C
BIOSAMPLE:SAMN15782762	SAMN15782762	15782762	SAMN15782762	SRS7229690	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.230	408172	marine metagenome	I7N2018_699_meta	I7N2018_699	No Station	2018-05-31T12:00:00Z	Indian Ocean	NA	marine water, oceanic	14.325300 N 64.668200 E	NA	0.194 umol/L		underway	I07-699	30.296 C
BIOSAMPLE:SAMN15782763	SAMN15782763	15782763	SAMN15782763	SRS7229141	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.230	408172	marine metagenome	I7N2018_047GS_meta	I7N2018_047GS	Station 110	2018-05-31T12:37:00Z	Indian Ocean	NA	marine water, oceanic	14.319500 N 64.668800 E	0.010 umol/L	0.177 umol/L		CTD	GS-047	30.250 C
BIOSAMPLE:SAMN15782764	SAMN15782764	15782764	SAMN15782764	SRS7229691	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.247	408172	marine metagenome	I7N2018_703_meta	I7N2018_703	No Station	2018-05-31T16:00:00Z	Indian Ocean	NA	marine water, oceanic	14.483600 N 64.667500 E	NA	0.231 umol/L		underway	I07-703	30.119 C
BIOSAMPLE:SAMN15782765	SAMN15782765	15782765	SAMN15782765	SRS7229692	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.263	408172	marine metagenome	I7N2018_707_meta	I7N2018_707	No Station	2018-05-31T20:00:00Z	Indian Ocean	NA	marine water, oceanic	14.866200 N 64.666600 E	NA	0.231 umol/L		underway	I07-707	30.194 C
BIOSAMPLE:SAMN15782766	SAMN15782766	15782766	SAMN15782766	SRS7229693	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.263	408172	marine metagenome	I7N2018_710_meta	I7N2018_710	No Station	2018-06-01T00:00:00Z	Indian Ocean	NA	marine water, oceanic	15.013700 N 64.920600 E	NA	0.231 umol/L		underway	I07-710	30.480 C
BIOSAMPLE:SAMN15782767	SAMN15782767	15782767	SAMN15782767	SRS7229143	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.280	408172	marine metagenome	I7N2018_048GS_meta	I7N2018_048GS	Station 112	2018-06-01T01:12:00Z	Indian Ocean	NA	marine water, oceanic	15.141200 N 65.141000 E	0.010 umol/L	0.140 umol/L		CTD	GS-048	30.432 C
BIOSAMPLE:SAMN15782768	SAMN15782768	15782768	SAMN15782768	SRS7229694	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.293	408172	marine metagenome	I7N2018_714_meta	I7N2018_714	No Station	2018-06-01T04:00:00Z	Indian Ocean	NA	marine water, oceanic	15.140700 N 65.139400 E	NA	0.158 umol/L		underway	I07-714	30.426 C
BIOSAMPLE:SAMN15782769	SAMN15782769	15782769	SAMN15782769	SRS7229695	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.293	408172	marine metagenome	I7N2018_718_meta	I7N2018_718	No Station	2018-06-01T08:00:00Z	Indian Ocean	NA	marine water, oceanic	15.418300 N 65.622000 E	NA	0.151 umol/L		underway	I07-718	30.475 C
BIOSAMPLE:SAMN15782770	SAMN15782770	15782770	SAMN15782770	SRS7229696	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.310	408172	marine metagenome	I7N2018_722_meta	I7N2018_722	No Station	2018-06-01T12:00:00Z	Indian Ocean	NA	marine water, oceanic	15.473800 N 65.716500 E	NA	0.125 umol/L		underway	I07-722	30.424 C
BIOSAMPLE:SAMN15782771	SAMN15782771	15782771	SAMN15782771	SRS7229144	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.327	408172	marine metagenome	I7N2018_049GS_meta	I7N2018_049GS	Station 114	2018-06-01T14:46:00Z	Indian Ocean	NA	marine water, oceanic	15.688300 N 66.090300 E	0.000 umol/L	0.107 umol/L		CTD	GS-049	30.463 C
BIOSAMPLE:SAMN15782772	SAMN15782772	15782772	SAMN15782772	SRS7229697	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.327	408172	marine metagenome	I7N2018_726_meta	I7N2018_726	No Station	2018-06-01T16:00:00Z	Indian Ocean	NA	marine water, oceanic	15.689000 N 66.089000 E	NA	0.125 umol/L		underway	I07-726	30.469 C
BIOSAMPLE:SAMN15782773	SAMN15782773	15782773	SAMN15782773	SRS7229699	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.340	408172	marine metagenome	I7N2018_730_meta	I7N2018_730	No Station	2018-06-01T20:00:00Z	Indian Ocean	NA	marine water, oceanic	15.874000 N 66.411800 E	NA	0.097 umol/L		underway	I07-730	30.649 C
BIOSAMPLE:SAMN15782774	SAMN15782774	15782774	SAMN15782774	SRS7229700	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.357	408172	marine metagenome	I7N2018_734_meta	I7N2018_734	No Station	2018-06-02T00:00:00Z	Indian Ocean	NA	marine water, oceanic	15.966500 N 66.569000 E	NA	0.097 umol/L		underway	I07-734	30.662 C
BIOSAMPLE:SAMN15782775	SAMN15782775	15782775	SAMN15782775	SRS7229145	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.357	408172	marine metagenome	I7N2018_050GS_meta	I7N2018_050GS	Station 116	2018-06-02T03:18:00Z	Indian Ocean	NA	marine water, oceanic	16.235800 N 67.040200 E	0.010 umol/L	0.151 umol/L		CTD	GS-050	30.586 C
BIOSAMPLE:SAMN15782776	SAMN15782776	15782776	SAMN15782776	SRS7229701	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.373	408172	marine metagenome	I7N2018_738_meta	I7N2018_738	No Station	2018-06-02T04:00:00Z	Indian Ocean	NA	marine water, oceanic	16.235400 N 67.040000 E	NA	0.168 umol/L		underway	I07-738	30.553 C
BIOSAMPLE:SAMN15782777	SAMN15782777	15782777	SAMN15782777	SRS7229702	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.390	408172	marine metagenome	I7N2018_742_meta	I7N2018_742	No Station	2018-06-02T08:00:00Z	Indian Ocean	NA	marine water, oceanic	16.411100 N 67.342300 E	NA	0.168 umol/L		underway	I07-742	30.459 C
BIOSAMPLE:SAMN15782778	SAMN15782778	15782778	SAMN15782778	SRS7229703	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.390	408172	marine metagenome	I7N2018_746_meta	I7N2018_746	No Station	2018-06-02T11:00:00Z	Indian Ocean	NA	marine water, oceanic	16.509600 N 67.515100 E	NA	0.137 umol/L		underway	I07-746	30.547 C
BIOSAMPLE:SAMN15782779	SAMN15782779	15782779	SAMN15782779	SRS7229147	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.403	408172	marine metagenome	I7N2018_051GS_meta	I7N2018_051GS	Station 118	2018-06-02T15:33:00Z	Indian Ocean	NA	marine water, oceanic	16.785000 N 67.992700 E	0.000 umol/L	0.215 umol/L		CTD	GS-051	30.515 C
BIOSAMPLE:SAMN15782780	SAMN15782780	15782780	SAMN15782780	SRS7229704	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.420	408172	marine metagenome	I7N2018_754_meta	I7N2018_754	No Station	2018-06-02T19:00:00Z	Indian Ocean	NA	marine water, oceanic	16.788200 N 68.002900 E	NA	0.232 umol/L		underway	I07-754	30.500 C
BIOSAMPLE:SAMN15782781	SAMN15782781	15782781	SAMN15782781	SRS7229705	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.420	408172	marine metagenome	I7N2018_758_meta	I7N2018_758	No Station	2018-06-02T23:00:00Z	Indian Ocean	NA	marine water, oceanic	17.063000 N 68.471200 E	NA	0.132 umol/L		underway	I07-758	30.569 C
BIOSAMPLE:SAMN15782782	SAMN15782782	15782782	SAMN15782782	SRS7229706	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.433	408172	marine metagenome	I7N2018_762_meta	I7N2018_762	No Station	2018-06-03T03:00:00Z	Indian Ocean	NA	marine water, oceanic	17.191800 N 68.701300 E	NA	0.118 umol/L		underway	I07-762	30.605 C
BIOSAMPLE:SAMN15782783	SAMN15782783	15782783	SAMN15782783	SRS7229707	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.433	408172	marine metagenome	I7N2018_766_meta	I7N2018_766	No Station	2018-06-03T07:00:00Z	Indian Ocean	NA	marine water, oceanic	17.331900 N 68.952800 E	NA	0.118 umol/L		underway	I07-766	30.556 C
BIOSAMPLE:SAMN15782784	SAMN15782784	15782784	SAMN15782784	SRS7229447	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.450	408172	marine metagenome	I7N2018_770_meta	I7N2018_770	No Station	2018-06-03T11:00:00Z	Indian Ocean	NA	marine water, oceanic	17.548300 N 69.425300 E	NA	0.118 umol/L		underway	I07-770	30.870 C
BIOSAMPLE:SAMN15782785	SAMN15782785	15782785	SAMN15782785	SRS7229449	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.467	408172	marine metagenome	I7N2018_774_meta	I7N2018_774	No Station	2018-06-03T15:00:00Z	Indian Ocean	NA	marine water, oceanic	17.573500 N 69.482200 E	NA	0.118 umol/L		underway	I07-774	31.274 C
BIOSAMPLE:SAMN15782786	SAMN15782786	15782786	SAMN15782786	SRS7229148	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.467	408172	marine metagenome	I7N2018_053GS_meta	I7N2018_053GS	Station 122	2018-06-03T18:11:00Z	Indian Ocean	NA	marine water, oceanic	17.719200 N 68.985500 E	0.010 umol/L	0.068 umol/L		CTD	GS-053	30.924 C
BIOSAMPLE:SAMN15782787	SAMN15782787	15782787	SAMN15782787	SRS7229450	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.480	408172	marine metagenome	I7N2018_778_meta	I7N2018_778	No Station	2018-06-03T19:00:00Z	Indian Ocean	NA	marine water, oceanic	17.720200 N 68.982800 E	NA	0.084 umol/L		underway	I07-778	30.972 C
BIOSAMPLE:SAMN15782788	SAMN15782788	15782788	SAMN15782788	SRS7229451	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.497	408172	marine metagenome	I7N2018_782_meta	I7N2018_782	No Station	2018-06-03T23:00:00Z	Indian Ocean	NA	marine water, oceanic	17.791500 N 68.733700 E	NA	0.084 umol/L		underway	I07-782	30.772 C
BIOSAMPLE:SAMN15782789	SAMN15782789	15782789	SAMN15782789	SRS7229453	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.497	408172	marine metagenome	I7N2018_786_meta	I7N2018_786	No Station	2018-06-04T03:00:00Z	Indian Ocean	NA	marine water, oceanic	17.866600 N 68.481300 E	NA	0.133 umol/L		underway	I07-786	30.596 C
BIOSAMPLE:SAMN15782790	SAMN15782790	15782790	SAMN15782790	SRS7229150	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.513	408172	marine metagenome	I7N2018_054GS_meta	I7N2018_054GS	Station 124	2018-06-04T06:17:00Z	Indian Ocean	NA	marine water, oceanic	17.995800 N 68.014000 E	0.000 umol/L	0.248 umol/L		CTD	GS-054	30.879 C
BIOSAMPLE:SAMN15782791	SAMN15782791	15782791	SAMN15782791	SRS7229452	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.530	408172	marine metagenome	I7N2018_790_meta	I7N2018_790	No Station	2018-06-04T07:00:00Z	Indian Ocean	NA	marine water, oceanic	17.998700 N 68.006300 E	NA	0.265 umol/L		underway	I07-790	30.879 C
BIOSAMPLE:SAMN15782792	SAMN15782792	15782792	SAMN15782792	SRS7229454	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.530	408172	marine metagenome	I9N2016_000_meta	I9N2016_000	No Station	2016-03-21T17:00:00Z	Indian Ocean	NA	marine water, oceanic	31.033518 S 110.454745 E	NA	NA		underway	IN000	21.366 C
BIOSAMPLE:SAMN15782793	SAMN15782793	15782793	SAMN15782793	SRS7229455	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.543	408172	marine metagenome	I9N2016_001_meta	I9N2016_001	No Station	2016-03-22T05:00:00Z	Indian Ocean	NA	marine water, oceanic	31.033518 S 110.454745 E	NA	NA		underway	IN001	21.366 C
BIOSAMPLE:SAMN15782794	SAMN15782794	15782794	SAMN15782794	SRS7229456	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.560	408172	marine metagenome	I9N2016_002_meta	I9N2016_002	No Station	2016-03-22T09:00:00Z	Indian Ocean	NA	marine water, oceanic	30.847645 S 109.387913 E	NA	NA		underway	IN002	21.764 C
BIOSAMPLE:SAMN15782795	SAMN15782795	15782795	SAMN15782795	SRS7229457	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.560	408172	marine metagenome	I9N2016_003_meta	I9N2016_003	No Station	2016-03-22T13:00:00Z	Indian Ocean	NA	marine water, oceanic	30.697225 S 108.524423 E	NA	NA		underway	IN003	22.663 C
BIOSAMPLE:SAMN15782796	SAMN15782796	15782796	SAMN15782796	SRS7229459	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.577	408172	marine metagenome	I9N2016_004_meta	I9N2016_004	No Station	2016-03-22T17:00:00Z	Indian Ocean	NA	marine water, oceanic	30.538992 S 107.653317 E	NA	NA		underway	IN004	20.701 C
BIOSAMPLE:SAMN15782797	SAMN15782797	15782797	SAMN15782797	SRS7229460	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.590	408172	marine metagenome	I9N2016_005_meta	I9N2016_005	No Station	2016-03-22T21:30:00Z	Indian Ocean	NA	marine water, oceanic	30.358282 S 106.583418 E	NA	NA		underway	IN005	20.651 C
BIOSAMPLE:SAMN15782798	SAMN15782798	15782798	SAMN15782798	SRS7229461	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:29.590	408172	marine metagenome	I9N2016_006_meta	I9N2016_006	No Station	2016-03-23T01:00:00Z	Indian Ocean	NA	marine water, oceanic	30.207317 S 105.720833 E	NA	NA		underway	IN006	20.500 C
